,,,Substation_1,Substation_2,,Maximum Current Imax (A),,,,,,,Dynamic line rating (DLR),,Electrical Parameters,,,,
NE_name,EIC_Code,TSO,Full_name,Full_name,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment
LIT 225kV N0 1 CHAMPAGNOLE - FRASNE,17T000000021418D,RTE,CHAMPAGNOLE,FRASNE,220,801.00,930.00,930.00,1053.00,,,,,,1.64,9.74,72.34,24.84,
LIT 225kV N0 1 CHAMPAGNOLE - SAONE,17T000000021421O,RTE,CHAMPAGNOLE,SAONE,220,455.00,555.00,555.00,632.00,,,,,,7.14,24.25,152.24,56.78,
LIT 225kV N0 1 CHAMPAGNOLE-GENISSIAT-POSTE,17T000000021419B,RTE,CHAMPAGNOLE,GENISSIAT-POSTE,220,264.00,437.00,437.00,545.00,,,,,,11.01,36.50,227.82,85.14,
LIT 225kV N0 1 CHAMPS-REGNAUD-VIELMOULIN,17T000000019343L,RTE,CHAMPS-REGNAUD,VIELMOULIN,220,843.00,909.00,909.00,996.00,,,,,,2.65,12.36,86.01,30.50,
LIT 225kV N0 2 CHAMPS-REGNAUD-VIELMOULIN,17T000000019344J,RTE,CHAMPS-REGNAUD,VIELMOULIN,220,847.00,865.00,985.00,1060.00,,,,,,2.01,13.36,105.72,33.80,
LIT 225kV N0 1 CHAMPVANS-PYMONT,17T0000000214492,RTE,CHAMPVANS,PYMONT,220,751.00,923.00,923.00,1056.00,,,,,,2.77,19.10,140.88,48.52,
LIT 400kV N0 1 CHANCEAUX - DISTRE,17T000000020133Y,RTE,CHANCEAUX,DISTRE,380,2200.00,2300.00,2300.00,2400.00,,,,,,2.32,24.10,298.80,79.08,
LIT 400kV N0 1 CHANCEAUX - LARCAY,17T000000020134W,RTE,CHANCEAUX,LARCAY,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.45,5.84,96.66,22.16,
LIT 400kV N0 1 CHANCEAUX - QUINTES (LES),17T000000020135U,RTE,CHANCEAUX,QUINTES (LES),380,3465.00,3622.00,3622.00,3780.00,,,,,,1.19,15.65,259.54,59.41,
LIT 400kV N0 1 CHANCEAUX - VILLERBON,17T000000020136S,RTE,CHANCEAUX,VILLERBON,380,2200.00,2300.00,2300.00,2400.00,,,,,,1.91,19.40,240.36,89.28,
LIT 400kV N0 2 CHANCEAUX - LARCAY,17T000000020137Q,RTE,CHANCEAUX,LARCAY,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.45,5.84,96.61,22.16,
LIT 400kV N0 2 CHANCEAUX-QUINTES (LES),17T000000020138O,RTE,CHANCEAUX,QUINTES (LES),380,3465.00,3622.00,3622.00,3780.00,,,,,,1.19,15.65,259.55,59.43,
LIT 225kV N0 2 CHANCENAY-REVIGNY,17T000000020169D,RTE,CHANCENAY,REVIGNY,220,1172.00,1285.00,1285.00,1375.00,,,,,,0.98,6.52,47.09,16.24,
LIT 400KV N0 1 CHARPENAY - ECHALAS,17T000000020258E,RTE,CHARPENAY,ECHALAS,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.53,9.60,129.06,32.89,
LIT 400kV N0 1 CHARPENAY - GREPILLES,17T000000020259C,RTE,CHARPENAY,GREPILLES,380,2168.00,2308.00,2308.00,2448.00,,,,,,1.78,17.25,215.69,57.03,
LIT 400kV N0 1 CHARPENAY - ST-VULBAS-OUEST,17T000000020261P,RTE,CHARPENAY,ST-VULBAS-OUEST,380,2300.00,2450.00,2450.00,2600.00,,,,,,1.70,17.20,212.90,53.54,
LIT 400kV N0 2 CHARPENAY-ECHALAS,17T000000020282H,RTE,CHARPENAY,ECHALAS,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.53,9.71,131.07,32.88,
LIT 400kV N0 2 CHARPENAY-GREPILLES,17T000000020283F,RTE,CHARPENAY,GREPILLES,380,2168.00,2308.00,2308.00,2448.00,,,,,,1.71,17.37,214.72,57.04,
LIT 400kV N0 2 CHARPENAY-ST-VULBAS-OUEST,17T000000020284D,RTE,CHARPENAY,ST-VULBAS-OUEST,380,2300.00,2450.00,2450.00,2600.00,,,,,,1.71,17.37,214.70,56.99,
LIT 225kV N0 1 CHATEAU-GOMBERT - ENCO-DE-BOTTE,17T0000000192006,RTE,CHATEAU-GOMBERT,ENCO-DE-BOTTE,220,438.00,438.00,438.00,438.00,,,,,,0.34,1.12,343.36,6.36,
LIT 225kV N0 2 CHATEAU-GOMBERT - ENCO-DE-BOTTE,17T0000000192014,RTE,CHATEAU-GOMBERT,ENCO-DE-BOTTE,220,438.00,438.00,438.00,438.00,,,,,,0.34,1.12,343.36,6.36,
LIT 225kV N0 1 CHATEAUNEUF-DU-RHONE - TRICASTIN-POSTE (LE),17T000000019357A,RTE,CHATEAUNEUF-DU-RHONE,TRICASTIN-POSTE (LE),220,862.00,928.00,928.00,987.00,,,,,,1.72,8.88,61.83,21.90,
LIT 225kV N0 1 CHATEAUNEUF-DU-RHONE-LOGIS-NEUF,17T000000019356C,RTE,CHATEAUNEUF-DU-RHONE,LOGIS-NEUF,220,862.00,928.00,928.00,987.00,,,,,,2.69,12.21,83.68,30.00,
LIT 225kV N0 2 CHATEAUNEUF-DU-RHONE-LOGIS-NEUF,17T0000000193588,RTE,CHATEAUNEUF-DU-RHONE,LOGIS-NEUF,220,862.00,928.00,928.00,987.00,,,,,,2.74,12.44,92.21,30.04,
LIT 225kV N0 1 CHAUSSEE (LA)-RECY,17T000000021857O,RTE,CHAUSSEE (LA),RECY,220,1172.00,1268.00,1268.00,1355.00,,,,,,1.60,10.64,74.27,26.24,
LIT 225kV N0 1 CHAUSSEE (LA)-REVIGNY,17T000000021858M,RTE,CHAUSSEE (LA),REVIGNY,220,1140.00,1248.00,1248.00,1347.00,,,,,,2.34,15.55,107.63,38.16,
LIT 225kV N0 1 CHAVANOD-GENISSIAT-POSTE,17T-FR-00000049P,RTE,CHAVANOD,GENISSIAT-POSTE,220,617.00,659.00,685.00,742.00,,,,,,4.69,16.11,112.00,39.11,
LIT 400kV N0 1 CHESNOY (LE) - CIROLLIERS,17T000000020417K,RTE,CHESNOY (LE),CIROLLIERS,380,1022.00,1614.00,1614.00,1956.00,,,,,,1.82,20.42,197.82,58.65,
LIT 400kV N0 1 CHESNOY (LE) - MERY-SUR-SEINE,17T000000020418I,RTE,CHESNOY (LE),MERY-SUR-SEINE,380,2366.00,2596.00,2596.00,2778.00,,,,,,2.47,24.98,309.75,82.16,
LIT 400kV N0 1 CHESNOY (LE) - MORBRAS,17T000000020419G,RTE,CHESNOY (LE),MORBRAS,380,2300.00,2522.00,2522.00,2696.00,,,,,,1.45,15.88,162.83,47.26,
LIT 400kV N0 1 CHESNOY (LE) - TABARDERIE,17T000000020421T,RTE,CHESNOY (LE),TABARDERIE,380,2138.00,2356.00,2356.00,2522.00,,,,,,2.85,31.54,314.03,91.73,
LIT 400kV N0 1 CHESNOY (LE) - VILLECHETIVE,17T000000020442L,RTE,CHESNOY (LE),VILLECHETIVE,380,1410.00,1808.00,1808.00,2116.00,,,,,,2.20,24.35,242.22,71.24,
LIT 400kV N0 2 CHESNOY (LE)-CIROLLIERS,17T000000020443J,RTE,CHESNOY (LE),CIROLLIERS,380,2366.00,2596.00,2596.00,2778.00,,,,,,1.82,20.37,197.60,82.19,
LIT 400kV N0 2 CHESNOY (LE)-MERY-SUR-SEINE,17T000000020444H,RTE,CHESNOY (LE),MERY-SUR-SEINE,380,2300.00,2400.00,2400.00,2600.00,,,,,,2.47,25.05,309.71,47.27,
LIT 400kV N0 2 CHESNOY (LE)-MORBRAS,17T000000020445F,RTE,CHESNOY (LE),MORBRAS,380,2814.00,3110.00,3110.00,3338.00,,,,,,1.45,15.88,162.88,114.63,
LIT 400kV N0 2 CHESNOY (LE)-TABARDERIE,17T000000020446D,RTE,CHESNOY (LE),TABARDERIE,380,2814.00,3110.00,3110.00,3338.00,,,,,,1.85,26.68,339.15,115.43,
LIT 400kV N0 3 CHESNOY (LE) - TABARDERIE,17T000000020447B,RTE,CHESNOY (LE),TABARDERIE,380,3465.00,3622.00,3622.00,3780.00,,,,,,1.84,26.46,334.57,29.66,
LIT 225kV N0 1 CHESNOY (LE)-COURTRY,17T000000020404T,RTE,CHESNOY (LE),COURTRY,220,899.00,984.00,984.00,1061.00,,,,,,1.75,8.06,56.42,19.95,
LIT 225kV N0 1 CHESNOY (LE)-NEMOURS,17T000000020406P,RTE,CHESNOY (LE),NEMOURS,220,520.00,782.00,782.00,998.00,,,,,,2.11,14.35,105.91,36.37,
LIT 225kV N0 1 CHESNOY (LE)-ROUSSON,17T000000020408L,RTE,CHESNOY (LE),ROUSSON,220,786.00,867.00,867.00,948.00,,,,,,4.08,18.52,178.76,45.82,
LIT 225kV N0 2 CHESNOY (LE)-COURTRY,17T000000020410Y,RTE,CHESNOY (LE),COURTRY,220,920.00,920.00,1100.00,1100.00,,,,,,1.18,7.96,89.61,20.00,
LIT 225kV N0 3 CHESNOY (LE)-COURTRY,17T000000020412U,RTE,CHESNOY (LE),COURTRY,220,890.00,890.00,1130.00,1130.00,,,,,,1.17,7.98,86.00,20.00,
LIT 400kV N0 1 CHEVALET - GAVRELLE,17T-FR-00000012B,RTE,CHEVALET,GAVRELLE,380,2366.00,2596.00,2596.00,2778.00,,,,,,0.60,7.81,129.32,67.14,
LIT 400kV N0 1 CHEVALET - LATENA,17T000000020496Z,RTE,CHEVALET,LATENA,380,2570.00,2718.00,2718.00,2914.00,,,,,,1.98,20.03,249.71,65.95,
LIT 400kV N0 1 CHEVALET - WARANDE,17T-FR-000000139,RTE,CHEVALET,WARANDE,380,3465.00,3622.00,3622.00,3780.00,,,,,,3.12,31.60,391.64,29.62,
LIT 400kV N0 2 CHEVALET - GAVRELLE,17T-FR-000000147,RTE,CHEVALET,GAVRELLE,380,2366.00,2596.00,2596.00,2778.00,,,,,,0.60,7.86,130.17,83.79,
LIT 400kV N0 2 CHEVALET - LATENA,17T000000020497X,RTE,CHEVALET,LATENA,380,2570.00,2718.00,2718.00,2914.00,,,,,,1.97,19.97,248.48,32.38,
LIT 400kV N0 2 CHEVALET-WARANDE,17T-FR-000000155,RTE,CHEVALET,WARANDE,380,3465.00,3622.00,3622.00,3780.00,,,,,,3.11,31.59,391.50,53.85,
LIT 225KV N0 1 CHEVILLY - VILLENEUVE-ST-,17T000000020523L,RTE,CHEVILLY,VILLENEUVE-ST-GEORGES,220,750.00,750.00,830.00,830.00,,,,,,0.63,3.12,29.58,7.50,
LIT 225kV N0 1 CHEVILLY-CORIOLIS,17T000000020499T,RTE,CHEVILLY,CORIOLIS,220,425.00,425.00,540.00,540.00,,,,,,0.56,1.33,726.93,10.70,
LIT 225kV N0 1 CHEVIRE-MERLATIERE,17T0000000204594,RTE,CHEVIRE,MERLATIERE,220,1249.00,1337.00,1337.00,1432.00,,,,,,3.00,20.65,152.00,52.40,
LIT 225kV N0 1 CHEVIRE-VERTOU,17T000000020461H,RTE,CHEVIRE,VERTOU,220,706.00,821.00,821.00,911.00,,,,,,1.07,4.89,33.10,11.90,
LIT 225kV N0 1 CHOLET - MAUGES (LES),17T000000020541J,RTE,CHOLET,MAUGES (LES),220,1249.00,1337.00,1337.00,1434.00,,,,,,1.57,10.41,75.38,25.07,
LIT 225kV N0 1 CHOLET-DISTRE,17T000000020540L,RTE,CHOLET,DISTRE,220,915.00,915.00,1075.00,1075.00,,,,,,3.95,26.55,201.08,66.01,
LIT 225kV N0 1 CHOLET-VAL-DE-SEVRE,17T0000000205639,RTE,CHOLET,VAL-DE-SEVRE,220,803.00,858.00,858.00,918.00,,,,,,4.50,16.30,106.31,38.69,
LIT 225kV N0 2 CHOLET-DISTRE,17T0000000205647,RTE,CHOLET,DISTRE,220,957.00,1023.00,1023.00,1096.00,,,,,,7.30,36.33,255.24,89.93,
LIT 225kV N0 1 CHOOZ-MAZURES,17T0000000205744,RTE,CHOOZ,MAZURES,220,1100.00,1187.00,1187.00,1302.00,,,,,,0.85,8.76,115.27,29.39,
LIT 225kV N0 2 CHOOZ-MAZURES,17T000000020577Z,RTE,CHOOZ,MAZURES,220,843.00,909.00,909.00,996.00,,,,,,0.76,9.40,110.56,29.85,
LIT 400kV N0 1 CIROLLIERS - GATINAIS,17T000000020614I,RTE,CIROLLIERS,GATINAIS,380,2300.00,2522.00,2522.00,2696.00,,,,,,1.07,14.03,232.52,19.64,
LIT 400kV N0 1 CIROLLIERS - VILLEJUST,17T000000020615G,RTE,CIROLLIERS,VILLEJUST,380,3465.00,3622.00,3622.00,3780.00,,,,,,0.61,6.80,65.54,53.46,
LIT 400kV N0 2 CIROLLIERS - GATINAIS,17T000000020616E,RTE,CIROLLIERS,GATINAIS,380,2300.00,2522.00,2522.00,2696.00,,,,,,1.07,14.02,232.43,19.81,
LIT 400kV N0 2 CIROLLIERS - VILLEJUST,17T000000020617C,RTE,CIROLLIERS,VILLEJUST,380,1812.00,1988.00,1988.00,2124.00,,,,,,0.61,6.87,66.07,21.90,
LIT 400kV N0 3 CIROLLIERS-VILLEJUST,17T000000020618A,RTE,CIROLLIERS,VILLEJUST,380,1850.00,2194.00,2194.00,2370.00,,,,,,0.93,7.27,76.51,21.49,
LIT 225kV N0 1 CIROLLIERS - LOGES (LES),17T000000020611O,RTE,CIROLLIERS,LOGES (LES),220,880.00,880.00,1130.00,1130.00,,,,,,0.40,2.71,70.75,7.21,
LIT 225kV N0 2 CIROLLIERS - LOGES (LES),17T000000020613K,RTE,CIROLLIERS,LOGES (LES),220,880.00,880.00,1130.00,1130.00,,,,,,0.38,2.56,69.64,7.21,
LIT 225kV N0 1 CISSAC-MARQUIS (LE),17T0000000206457,RTE,CISSAC,MARQUIS (LE),220,1172.00,1248.00,1248.00,1310.00,,,,,,2.29,15.12,216.42,39.31,
LIT 225kV N0 1 CIZE-FLEYRIAT,17T000000020660B,RTE,CIZE,FLEYRIAT,220,1059.00,1067.00,1141.00,1212.00,,,,,,1.22,7.67,114.86,24.23,
LIT 225kV N0 1 CIZE-IZERNORE,17T0000000206619,RTE,CIZE,IZERNORE,220,1059.00,1141.00,1141.00,1215.00,,,,,,0.45,2.70,20.04,6.97,
LIT 225kV N0 1 CLEON-GRAND-COURONNE,17T000000020722F,RTE,CLEON,GRAND-COURONNE,220,1308.00,1408.00,1408.00,1478.00,,,,,,0.33,2.20,15.75,5.47,
LIT 225kV N0 1 CLEON-MANOIR (LE),17T000000020723D,RTE,CLEON,MANOIR (LE),220,1270.00,1366.00,1366.00,1433.00,,,,,,0.88,5.92,42.00,14.65,
LIT 225kV N0 2 CLEON-GRAND-COURONNE,17T000000020724B,RTE,CLEON,GRAND-COURONNE,220,1308.00,1408.00,1408.00,1478.00,,,,,,0.33,2.20,15.82,5.47,
LIT 400kV N0 1 CLERAC - CUBNEZAIS,17T0000000207283,RTE,CLERAC,CUBNEZAIS,380,1850.00,2194.00,2194.00,2370.00,,,,,,0.66,7.13,74.39,127.98,
LIT 400kV N0 1 CLERAC - PLAUD,17T0000000207291,RTE,CLERAC,PLAUD,380,2585.00,2633.00,2633.00,2715.00,,,,,,3.97,44.45,429.56,40.34,
LIT 400kV N0 1 COCHE (LA) - PRAZ-ST-ANDRE,17T-FR-00000045X,RTE,COCHE (LA),PRAZ-ST-ANDRE,380,2200.00,2300.00,2300.00,2400.00,,,,,,1.24,17.54,113.49,91.00,
LIT 225kV N0 1 COLAYRAC-DONZAC,17T000000020811G,RTE,COLAYRAC,DONZAC,220,831.00,984.00,984.00,1099.00,,,,,,1.76,11.77,83.60,29.28,
LIT 225kV N0 1 COLAYRAC-GUPIE,17T000000020812E,RTE,COLAYRAC,GUPIE,220,895.00,980.00,980.00,1070.00,,,,,,3.21,21.38,154.77,53.50,
LIT 225kV N0 1 COMMERVEIL-CHAMPFLEUR,17T000000020891T,RTE,COMMERVEIL,CHAMPFLEUR,220,1249.00,1316.00,1316.00,1389.00,,,,,,1.32,8.75,63.56,21.94,
LIT 225kV N0 1 COMPIEGNE-LATENA,17T0000000209324,RTE,COMPIEGNE,LATENA,220,881.00,964.00,964.00,1040.00,,,,,,3.04,14.57,98.94,35.41,
LIT 225kV N0 1 COMPIEGNE-MORU,17T0000000209332,RTE,COMPIEGNE,MORU,220,716.00,817.00,817.00,910.00,,,,,,1.82,8.91,58.90,21.47,
LIT 225kV N0 1 CONCARNEAU - POTEAU-ROUGE,17T0000000209413,RTE,CONCARNEAU,POTEAU-ROUGE,220,1056.00,1123.00,1123.00,1189.00,,,,,,3.25,22.20,163.36,56.30,
LIT 225kV N0 1 CONCARNEAU-SQUIVIDAN,17T000000020962W,RTE,CONCARNEAU,SQUIVIDAN,220,1056.00,1123.00,1123.00,1189.00,,,,,,1.52,10.24,75.06,26.10,
LIT 225kV N0 1 CONFLUENT-CHAMPAGNIER,17T000000020970X,RTE,CONFLUENT,CHAMPAGNIER,220,618.00,718.00,718.00,800.00,,,,,,1.76,9.15,60.00,22.41,
LIT 225kV N0 1 CONFLUENT-PARISET,17T000000020971V,RTE,CONFLUENT,PARISET,220,850.00,850.00,1078.00,1078.00,,,,,,0.12,0.78,18.00,2.05,
LIT 225kV N0 1 CONTAMINE-GRAND-COEUR,17T000000021008W,RTE,CONTAMINE,GRAND-COEUR,220,966.00,1076.00,1076.00,1168.00,,,,,,0.55,3.25,24.25,8.38,
LIT 225kV N0 1 CONTAMINE-MALGOVERT,17T000000021009U,RTE,CONTAMINE,MALGOVERT,220,565.00,673.00,673.00,765.00,,,,,,2.26,10.86,76.00,27.53,
LIT 225kV N0 1 COQUAINVILLIERS-DRONNIERE (LA),17T000000021043U,RTE,COQUAINVILLIERS,DRONNIERE (LA),220,955.00,955.00,1130.00,1130.00,,,,,,2.48,16.71,138.07,41.56,
LIT 225kV N0 1 COQUAINVILLIERS-ROUGEMONTIER,17T000000021044S,RTE,COQUAINVILLIERS,ROUGEMONTIER,220,1308.00,1408.00,1408.00,1478.00,,,,,,2.80,18.84,133.30,46.23,
LIT 225kV N0 1 COQUAINVILLIERS-TOURBE,17T000000021045Q,RTE,COQUAINVILLIERS,TOURBE,220,1308.00,1408.00,1408.00,1478.00,,,,,,2.21,14.93,105.01,36.88,
LIT 225kV N0 2 COQUAINVILLIERS-ROUGEMONTIER,17T000000021046O,RTE,COQUAINVILLIERS,ROUGEMONTIER,220,1308.00,1408.00,1408.00,1478.00,,,,,,2.77,18.62,131.73,46.23,
LIT 225kV N0 1 CORBIERE (LA)-DISTRE,17T0000000211015,RTE,CORBIERE (LA),DISTRE,220,1213.00,1298.00,1298.00,1375.00,,,,,,2.77,18.43,127.55,45.46,
LIT 225kV N0 2 CORBIERE (LA)-DISTRE,17T000000021143Q,RTE,CORBIERE (LA),DISTRE,220,1249.00,1337.00,1337.00,1434.00,,,,,,2.75,18.50,130.84,45.81,
LIT 225kV N0 3 CORBIERE (LA)-DISTRE,17T000000021144O,RTE,CORBIERE (LA),DISTRE,220,1249.00,1337.00,1337.00,1434.00,,,,,,2.75,18.50,130.86,45.81,
LIT 400kV N0 1 CORDEMAIS-P - LOUISFERT (poste F),17T000000021059F,RTE,CORDEMAIS-POSTE,LOUISFERT,380,2200.00,2300.00,2300.00,2400.00,,,,,,1.67,16.93,210.44,150.88,
LIT 400kV N0 1 CORDEMAIS-POSTE - GALOREAUX (LES),17T000000016584E,RTE,CORDEMAIS-POSTE,GALOREAUX (LES),380,2200.00,2300.00,2300.00,2400.00,,,,,,2.74,26.79,359.87,55.19,
LIT 400kV N0 2 CORDEMAIS-POSTE - DISTRE,17T000000021060U,RTE,CORDEMAIS-POSTE,DISTRE,380,2200.00,2300.00,2300.00,2400.00,,,,,,4.52,45.81,568.37,55.16,
LIT 400kV N0 2 CORDEMAIS-POSTE - LOUISFERT (poste F),17T000000021061S,RTE,CORDEMAIS-POSTE,LOUISFERT,380,2200.00,2300.00,2300.00,2400.00,,,,,,1.67,16.88,209.75,238.81,
LIT 400kV N0 2 CORDEMAIS-POSTE - MARTYRE (LA),17T000000021082K,RTE,CORDEMAIS-POSTE,MARTYRE (LA),380,3456.00,3622.00,3622.00,3780.00,,,,,,7.08,72.15,900.73,41.84,
LIT 225kV N0 1 CORDEMAIS-POSTE - PIQUAGE A BASTILLE,,RTE,CORDEMAIS-POSTE,PIQUAGE A BASTILLE,220,1175.00,1258.00,1258.00,1347.00,,,,,,1.08,7.31,54.23,19.93,No existing EIC code
LIT 225kV N0 1 CORDEMAIS-POSTE-PONTCHATEAU,17T000000021050X,RTE,CORDEMAIS-POSTE,PONTCHATEAU,220,829.00,909.00,909.00,984.00,,,,,,2.52,12.41,86.99,30.70,
LIT 225kV N0 2 CORDEMAIS-POSTE-PONTCHATEAU,17T000000021053R,RTE,CORDEMAIS-POSTE,PONTCHATEAU,220,1249.00,1337.00,1337.00,1432.00,,,,,,1.42,9.62,71.30,24.46,
LIT 400kV N0 1 CORNIER - GENISSIAT-POSTE,17T000000021173H,RTE,CORNIER,GENISSIAT-POSTE,380,2304.00,2462.00,2462.00,2654.00,,,,,,0.76,11.68,172.59,68.87,
LIT 400kV N0 1 CORNIER - MONTAGNY-LES-LANCHES,17T-FR-00000066P,RTE,CORNIER,MONTAGNY-LES-LANCHES,380,3465.00,3544.00,3544.00,3575.00,,,,,,1.65,21.04,267.65,90.71,
LIT 225kV N0 1 CORNIER-PRESSY,17T000000021171L,RTE,CORNIER,PRESSY,220,966.00,1076.00,1076.00,1168.00,,,,,,1.45,8.97,66.42,22.80,
LIT 225kV N0 2 CORNIER-GENISSIAT-POSTE,17T000000021172J,RTE,CORNIER,GENISSIAT-POSTE,220,396.00,660.00,660.00,830.00,,,,,,2.44,15.79,114.21,39.42,
LIT 225kV N0 1 COSSIGNY-MORBRAS,17T000000021225O,RTE,COSSIGNY,MORBRAS,220,888.00,972.00,972.00,1049.00,,,,,,0.52,2.48,17.34,6.14,
LIT 225kV N0 1 COUCHEY-CHAMPVANS,17T000000021263G,RTE,COUCHEY,CHAMPVANS,220,847.00,985.00,985.00,1116.00,,,,,,2.39,15.87,115.14,39.71,
LIT 225kV N0 1 COUCHEY-VIELMOULIN,17T000000021264E,RTE,COUCHEY,VIELMOULIN,220,800.00,900.00,900.00,1000.00,,,,,,1.80,11.94,86.73,29.90,
LIT 225kV N0 1 COUDON (LE) - NEOULES,17T000000021273D,RTE,COUDON (LE),NEOULES,220,1001.00,1093.00,1093.00,1165.00,,,,,,1.09,6.57,48.08,16.60,
LIT 225kV N0 1 COUDON (LE)-ESCAILLON (L ),17T000000021271H,RTE,COUDON (LE),ESCAILLON (L ),220,1062.00,1160.00,1160.00,1238.00,,,,,,0.79,5.26,38.57,13.20,
LIT 225kV N0 2 COUDON (LE)-NEOULES,17T0000000212767,RTE,COUDON (LE),NEOULES,220,1001.00,1093.00,1093.00,1165.00,,,,,,1.10,6.60,47.94,16.60,
LIT 400kV N0 1 COULANGE - PIVOZ-CORDIER,17T000000021291B,RTE,COULANGE,PIVOZ-CORDIER,380,2144.00,2284.00,2284.00,2448.00,,,,,,2.73,27.56,342.05,90.71,
LIT 400kV N0 1 COULANGE - TAVEL,17T0000000212929,RTE,COULANGE,TAVEL,380,2168.00,2308.00,2308.00,2448.00,,,,,,2.28,21.79,283.37,45.27,
LIT 400kV N0 1 COULANGE - TRICASTIN-POSTE (LE),17T0000000212937,RTE,COULANGE,TRICASTIN-POSTE (LE),380,3465.00,3544.00,3544.00,3575.00,,,,,,1.37,13.49,168.12,90.71,
LIT 400kV N0 2 COULANGE-PIVOZ-CORDIER,17T0000000212953,RTE,COULANGE,PIVOZ-CORDIER,380,2168.00,2308.00,2308.00,2448.00,,,,,,2.71,27.37,339.69,45.55,
LIT 400kV N0 2 COULANGE-TRICASTIN-POSTE (LE),17T0000000212961,RTE,COULANGE,TRICASTIN-POSTE (LE),380,2168.00,2308.00,2308.00,2448.00,,,,,,1.40,13.77,171.78,45.55,
LIT 400kV N0 3 COULANGE - TRICASTIN-POSTE (LE),17T000000021299W,RTE,COULANGE,TRICASTIN-POSTE (LE),380,2600.00,2700.00,2700.00,2800.00,,,,,,1.40,13.77,171.78,30.77,
LIT 225kV N0 1 COURTRY-SENART,17T000000021965L,RTE,COURTRY,SENART,220,1172.00,1285.00,1285.00,1388.00,,,,,,1.07,7.21,96.42,18.33,
LIT 225kV N0 1 CRECHETS (LES) - WEPPES,17T000000021488T,RTE,CRECHETS (LES),WEPPES,220,1273.00,1346.00,1346.00,1453.00,,,,,,0.88,5.84,42.22,14.61,
LIT 225kV N0 1 CRECHETS (LES)-GUARBECQUE,17T000000021486X,RTE,CRECHETS (LES),GUARBECQUE,220,1308.00,1408.00,1408.00,1478.00,,,,,,1.43,9.50,69.03,23.48,
LIT 225kV N0 2 CRECHETS (LES)-WEPPES,17T000000021489R,RTE,CRECHETS (LES),WEPPES,220,810.00,810.00,945.00,945.00,,,,,,0.87,5.82,57.28,14.43,
LIT 400kV N0 1 CRENEY - MERY-SUR-SEINE,17T000000021523G,RTE,CRENEY,MERY-SUR-SEINE,380,2366.00,2400.00,2400.00,2600.00,,,,,,1.17,9.07,88.44,83.93,
LIT 400kV N0 1 CRENEY - REVIGNY,17T-FR-00000056S,RTE,CRENEY,REVIGNY,380,1684.00,1854.00,1854.00,1986.00,,,,,,2.60,27.83,292.00,40.80,
LIT 400kV N0 1 CRENEY - VIELMOULIN,17T000000021524E,RTE,CRENEY,VIELMOULIN,380,2946.00,3144.00,3144.00,3344.00,,,,,,5.53,42.28,409.79,59.95,
LIT 225kV N0 1 CRENEY - FRONCLES,17T000000021500S,RTE,CRENEY,FRONCLES,220,899.00,984.00,984.00,1061.00,,,,,,6.82,34.11,240.42,84.75,
LIT 225kV N0 1 CRENEY-ROSIERES,17T000000021522I,RTE,CRENEY,ROSIERES,220,899.00,984.00,984.00,1061.00,,,,,,2.31,12.39,84.04,30.11,
LIT 225kV N0 1 CRETAINE-TOLBIAC,17T000000021534B,RTE,CRETAINE,TOLBIAC,220,620.00,620.00,690.00,690.00,,,,,,0.16,0.48,216.00,4.39,
LIT 400kV N0 1 CREYS - GENISSIAT-POSTE,17T000000021540G,RTE,CREYS,GENISSIAT-POSTE,380,2946.00,3144.00,3144.00,3344.00,,,,,,1.11,16.14,216.06,21.05,
LIT 400kV N0 1 CREYS - GRANDE-ILE,17T0000000215391,RTE,CREYS,GRANDE-ILE,380,2750.00,2875.00,2875.00,3000.00,,,,,,1.27,18.45,229.69,52.89,
LIT 400kV N0 1 CREYS - ST-VULBAS-OUEST,17T000000021541E,RTE,CREYS,ST-VULBAS-OUEST,380,2946.00,3144.00,3144.00,3344.00,,,,,,0.45,6.45,80.27,60.46,
LIT 400kV N0 2 CREYS-GENISSIAT-POSTE,17T0000000215634,RTE,CREYS,GENISSIAT-POSTE,380,2946.00,3144.00,3144.00,3344.00,,,,,,1.11,16.16,201.46,21.05,
LIT 400kV N0 2 CREYS-GRANDE-ILE,17T0000000215626,RTE,CREYS,GRANDE-ILE,380,2600.00,2700.00,2700.00,2800.00,,,,,,1.27,18.45,229.67,52.92,
LIT 400kV N0 2 CREYS-ST-VULBAS-OUEST,17T0000000215642,RTE,CREYS,ST-VULBAS-OUEST,380,3150.00,3307.00,3307.00,3465.00,,,,,,0.45,6.45,80.22,187.57,
LIT 225kV N0 1 CROIX-DE-METZ-LANEUVEVILLE,17T0000000192786,RTE,CROIX-DE-METZ,LANEUVEVILLE,220,899.00,984.00,984.00,1061.00,,,,,,2.84,15.64,111.80,39.04,
LIT 225kV N0 1 CROIX-DE-METZ-VOID,17T0000000192794,RTE,CROIX-DE-METZ,VOID,220,1172.00,1285.00,1285.00,1388.00,,,,,,1.93,12.85,93.11,32.18,
